,name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_month,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,international,european_or_international,time_to_first_funding,status_encoded
4392,Browsercast.com,Search,400000.0,closed,USA,CO,Denver,Denver,1.0,6,2002,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,4.52054794520548,1
4396,Brozengo,Coupons,1073497.0,closed,FRA,other,Paris,Paris,2.0,2,2008,342447.0,0.0,0.0,0.0,0.0,0.0,731050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.0,1
4401,BT Imaging,Clean Technology,6660000.0,closed,AUS,other,Sydney,Surry Hills,2.0,1,2008,0.0,6660000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6660000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.4794520547945205,1
4405,bTendo,Hardware + Software,7000000.0,acquired,ISR,other,Tel Aviv,Kfar Saba,1.0,1,2007,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.0821917808219178,0
4411,Bubble & Balm,Manufacturing,120993.0,closed,GBR,other,Leamington Spa,Leamington Spa,1.0,6,2009,0.0,120993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,2.0712328767123287,1
4413,BubbleGab,Social Media,1000000.0,closed,RUS,other,Moscow,Moscow,1.0,1,2013,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.5041095890410959,1
4415,BubbleNoise,Curated Web,0.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,11,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-0.8356164383561644,1
4417,Bubbly,Social Media,39000000.0,acquired,SGP,other,Singapore,Singapore,5.0,1,2005,0.0,39000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,13000000.0,6000000.0,10000000.0,5000000.0,0.0,0.0,1,international,1.6931506849315068,0
4419,Buck,Mobile,7240000.0,closed,USA,WA,Seattle,Seattle,4.0,1,2007,0.0,6600000.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,0.0,6600000.0,0.0,0.0,0.0,0.0,0.0,0,international,3.863013698630137,1
4437,Bueda,Advertising,125000.0,closed,USA,PA,Pittsburgh,Pittsburgh,2.0,1,2009,25000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-1.010958904109589,1
4442,BufferBox,E-Commerce,1000000.0,acquired,USA,CA,SF Bay Area,Mountain View,1.0,6,2011,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.16986301369863,0
4448,BugSense,Mobile,100000.0,acquired,other,other,other,other,1.0,3,2011,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,-0.07671232876712329,0
4453,BuildForge,Software,6000000.0,acquired,USA,TX,Austin,Austin,1.0,1,2001,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0,international,4.698630136986301,0
4467,BUKA,Games,0.0,acquired,RUS,other,Moscow,Moscow,2.0,1,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,3.9178082191780823,0
4483,BULX,E-Commerce,240000.0,acquired,USA,NY,Long Island,Westbury,1.0,3,2010,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.25205479452054796,0
4485,Bump Technologies,Mobile,19900000.0,acquired,USA,CA,SF Bay Area,Mountain View,3.0,10,2008,0.0,19900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,16500000.0,0.0,0.0,0.0,0.0,0.0,0,international,0.6657534246575343,0
4487,BumpTop,Software,1650000.0,acquired,CAN,ON,Toronto,Toronto,1.0,2,2007,1650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,1.1835616438356165,0
4489,Bundle,Curated Web,0.0,acquired,USA,NY,New York City,New York,1.0,7,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-0.0821917808219178,0
4491,Bundle It,Curated Web,450000.0,closed,USA,CT,Hartford,Old Saybrook,2.0,3,2011,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.12054794520547946,1
4501,Bunndle,Advertising,550000.0,closed,USA,CA,SF Bay Area,Palo Alto,1.0,6,2010,550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.06301369863013699,1
4507,Burning Sky Software,Cloud Computing,1500000.0,closed,USA,PA,Philadelphia,Downingtown,1.0,6,2009,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.6027397260273972,1
4511,Burstly,Advertising,7300000.0,acquired,USA,CA,Los Angeles,Santa Monica,2.0,12,2009,0.0,7300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.32602739726027397,0
4517,Buscatucancha.com,Sports,25000.0,closed,other,other,other,other,1.0,11,2010,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.18356164383561643,1
4519,Bushido,Venture Capital,0.0,closed,BHR,other,Bahrain,Manama,1.0,5,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.04657534246575343,1
4549,Buy Local Canada,Transportation,103703.0,closed,other,other,other,other,1.0,1,2008,103703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,3.287671232876712,1
4557,Buyers Edge,Real Estate,409562.0,closed,GBR,other,London,London,1.0,6,2009,0.0,0.0,0.0,0.0,0.0,0.0,409562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.0,1
4566,Buysight,Advertising,24030000.0,acquired,USA,CA,SF Bay Area,Palo Alto,3.0,1,2008,0.0,24030000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16030000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0,international,0.8438356164383561,0
4567,BuySimple,E-Commerce,700000.0,closed,USA,CA,SF Bay Area,Palo Alto,1.0,1,2011,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.410958904109589,1
4568,BUYSTAND,Marketplaces,450000.0,closed,USA,NC,Raleigh,Durham,1.0,11,2011,0.0,0.0,0.0,0.0,0.0,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.1287671232876713,1
4571,BuyVIP,Sales and Marketing,20000000.0,acquired,ESP,other,Madrid,Madrid,1.0,1,2006,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,1,european,3.254794520547945,0
4572,BuyWithMe,Group Buying,36962500.0,acquired,USA,NY,New York City,New York,6.0,3,2009,0.0,31962500.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,5500000.0,16000000.0,10000000.0,0.0,0.0,0.0,0.0,0,international,0.3287671232876712,0
4577,BuzzDash,Curated Web,1200000.0,closed,USA,CA,Los Angeles,Marina Del Rey,1.0,9,2006,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,1
4578,BuzzDoes,Advertising,750000.0,closed,ISR,other,Tel Aviv,Tel Aviv,1.0,1,2010,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,2.0602739726027397,1
4601,Buzzwire,Mobile,12000000.0,closed,USA,CO,Denver,Denver,2.0,7,2007,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,1
4607,Byliner,Publishing,1000000.0,acquired,USA,CA,SF Bay Area,San Francisco,2.0,7,2011,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,0
4611,ByteActive,Enterprise Software,244000.0,closed,SWE,other,Stockholm,Kista,1.0,1,2006,0.0,244000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,2.9205479452054797,1
4614,ByteShield,Digital Rights Management,0.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,9,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,3.8602739726027395,1
4616,BzzAgent,Social Media,14500000.0,acquired,USA,MA,Boston,Boston,2.0,1,2001,0.0,13750000.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,13750000.0,0.0,0.0,0.0,0.0,0.0,0,international,3.0,0
4621,C-nario,Software,5000000.0,acquired,ISR,other,Tel Aviv,Tel Aviv,1.0,1,2002,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,5.021917808219178,0
4625,C2 Microsystems,Hardware + Software,10000000.0,closed,USA,CA,SF Bay Area,San Jose,1.0,1,2004,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,5.7835616438356166,1
4654,cacaoTV,Internet,886210.0,closed,FRA,other,Paris,Paris,1.0,10,2008,886210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,-0.01643835616438356,1
4655,Cache IQ,Hardware + Software,9856183.0,acquired,USA,TX,Austin,Austin,2.0,3,2010,3856183.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.852054794520548,0
4679,Cake Financial,Finance,0.0,acquired,USA,CA,SF Bay Area,San Francisco,3.0,4,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-0.2465753424657534,0
4681,CakeStyle,Lifestyle,1000000.0,closed,USA,IL,Chicago,Chicago,1.0,8,2011,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.0356164383561643,1
4687,Calendargod,Curated Web,250000.0,closed,GBR,other,London,London,1.0,9,2009,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.33424657534246577,1
4690,Calibra Medical,Biotechnology,19800000.0,acquired,USA,CA,SF Bay Area,Redwood City,4.0,1,2004,0.0,18800000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100000.0,0.0,0.0,0.0,0,international,5.901369863013699,0
4693,California Interactive Technologies,Education,3000000.0,closed,USA,CA,Los Angeles,Studio City,1.0,1,2009,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,2.8493150684931505,1
4694,California Stem Cell,Biotechnology,1950000.0,acquired,USA,CA,Anaheim,Irvine,2.0,1,2005,0.0,1950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,4.972602739726027,0
4695,Calista Technologies,Enterprise Software,0.0,acquired,USA,CA,SF Bay Area,San Jose,1.0,3,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.9041095890410958,0
4696,Calistoga Pharmaceuticals,Pharmaceuticals,92000000.0,acquired,USA,WA,Seattle,Seattle,4.0,1,2006,0.0,92000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,30000000.0,40000000.0,0.0,0.0,0.0,0.0,0,international,1.1726027397260275,0
4701,Calleoo,VoIP,60000.0,closed,other,other,other,other,1.0,8,2009,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.0,1
4705,Callidus Biopharma,Biotechnology,6211154.0,acquired,USA,PA,Philadelphia,Doylestown,2.0,1,2010,1611154.0,4600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,2.504109589041096,0
4707,Callio Technologies,Security,1250000.0,closed,CAN,NS,Montreal,Sherbrooke,1.0,1,2001,0.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,4.090410958904109,1
4716,CalmSea,Big Data,2150000.0,acquired,USA,CA,SF Bay Area,Mountain View,3.0,1,2009,0.0,2150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.6904109589041096,0
4720,Calpurnia Corporation,Software,8000000.0,acquired,USA,MA,Boston,Cambridge,1.0,1,2002,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0,international,4.046575342465753,0
4739,Cameo,Photography,0.0,acquired,USA,NY,New York City,New York,1.0,10,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.16712328767123288,0
4748,Camiant,Web Hosting,16100000.0,acquired,USA,MA,Boston,Marlborough,2.0,1,2003,0.0,16100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,8100000.0,0.0,0.0,0.0,0.0,0,international,2.241095890410959,0
4760,Campfire,Software,0.0,acquired,DNK,other,DNK - Other,other,1.0,1,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.2547945205479452,0
4780,Canary Calendar,iOS,0.0,acquired,USA,MA,Boston,Cambridge,1.0,9,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.3972602739726027,0
4802,Canpages,Search,110000000.0,acquired,CAN,BC,Burnaby,Burnaby,1.0,1,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,-1.0,0
4809,Canvas Networks,Photography,3625000.0,closed,other,other,other,other,2.0,5,2010,625000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.03561643835616438,1
4832,Capptain,Analytics,1500000.0,acquired,RUS,other,Moscow,Moscow,1.0,1,2008,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,4.167123287671233,0
4853,Captual,Video Streaming,24999996.0,acquired,other,other,other,other,1.0,8,2007,0.0,24999996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,5.101369863013699,0
4863,Car Guy Nation,E-Commerce,1100000.0,closed,USA,NY,New York City,White Plains,2.0,1,2011,950000.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.29315068493150687,1
4874,Carbon Ads,Advertising,0.0,acquired,USA,WA,Seattle,Seattle,1.0,4,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,0
4876,Carbon Black,Security,0.0,acquired,USA,TX,San Antonio,San Antonio,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,2.3068493150684932,0
4882,Carbonetworks,Clean Technology,5000000.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,1,2005,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,3.4986301369863013,1
4906,Cardinal Media Technologies,Social Network Media,63925.0,closed,CAN,AB,Calgary,Calgary,1.0,9,2010,63925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.13424657534246576,1
4914,CardioMEMS,Medical Devices,121211872.0,acquired,USA,GA,Atlanta,Atlanta,4.0,1,2001,0.0,59981128.0,0.0,0.0,0.0,1230744.0,0.0,0.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,22100000.0,0.0,0,international,8.317808219178081,0
4915,CardioMind,Biotechnology,22000000.0,closed,USA,CA,SF Bay Area,Sunnyvale,1.0,1,2003,0.0,22000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,5.249315068493151,1
4927,CardMunch,Mobile,0.0,acquired,USA,CA,SF Bay Area,Mountain View,1.0,1,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.915068493150685,0
4931,Cardpool,Curated Web,0.0,acquired,USA,CA,SF Bay Area,San Francisco,2.0,1,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,0
4932,CardStar,iPhone,2030882.0,acquired,USA,MA,Boston,Boston,3.0,12,2008,0.0,1750000.0,0.0,0.0,0.0,280882.0,0.0,0.0,0.0,0.0,1750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.326027397260274,0
4950,CareinSync,Software,2600000.0,acquired,USA,CA,SF Bay Area,Santa Clara,3.0,1,2012,0.0,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.4301369863013699,0
4962,CareSimply,Health Care,0.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,1,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.8356164383561644,1
4979,CarHound,Auctions,150000.0,closed,USA,CA,Los Angeles,Pasadena,1.0,4,2011,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.7534246575342466,1
4997,Carmine,Cosmetics,0.0,acquired,GBR,other,London,London,1.0,5,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.4547945205479452,0
5021,Cartavi,File Sharing,1230000.0,acquired,USA,IL,Chicago,Naperville,1.0,1,2009,1230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,3.8684931506849316,0
5026,Carticipate,Mobile,130000.0,closed,USA,CA,SF Bay Area,San Francisco,1.0,5,2008,0.0,0.0,0.0,0.0,0.0,0.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,-0.010958904109589041,1
5031,CartMomo,E-Commerce,25000.0,closed,SGP,other,Singapore,Singapore,1.0,1,2007,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,-3.0027397260273974,1
5038,CarWale,E-Commerce,7000000.0,acquired,IND,other,Mumbai,Mumbai,2.0,1,2005,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,1.9506849315068493,0
5040,CarWoo!,Automotive,10850000.0,closed,USA,CA,SF Bay Area,Burlingame,4.0,10,2008,350000.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.6657534246575343,1
5042,CarZen,Cars,350000.0,acquired,USA,NY,New York City,New York,1.0,5,2008,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,0
5046,Casabi,Mobile,18799999.0,acquired,USA,CA,SF Bay Area,Campbell,3.0,1,2004,0.0,18799999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,10000000.0,5999999.0,0.0,0.0,0.0,0.0,0,international,1.9671232876712328,0
5048,Casacanda,News,0.0,acquired,DEU,other,Berlin,Berlin,1.0,7,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.09041095890410959,0
5052,Cascada Mobile,Software,2000000.0,closed,CAN,ON,Toronto,Toronto,1.0,1,2004,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,2.0027397260273974,1
5063,Casero,Curated Web,13300000.0,acquired,CAN,ON,Toronto,Toronto,2.0,1,2002,0.0,13300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,5800000.0,0.0,0.0,0.0,0.0,0.0,1,international,2.958904109589041,0
5084,Cassatt,Software,15000000.0,acquired,USA,CA,SF Bay Area,San Jose,1.0,1,2003,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0,international,3.164383561643836,0
5085,Cast Iron Systems,Software,32999997.0,acquired,USA,CA,SF Bay Area,Mountain View,3.0,1,2001,0.0,32999997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,0.0,16500000.0,0.0,0,international,4.238356164383561,0
5087,CasterStats,Software,631720.0,acquired,BEL,other,Brussels,Li̬ge,1.0,10,2009,0.0,0.0,0.0,0.0,0.0,0.0,631720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,european,0.0,0
5096,CastTV,Games,3100000.0,acquired,USA,CA,SF Bay Area,San Francisco,2.0,1,2006,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.0,0
5119,Catch.com,Mobile,9300000.0,acquired,USA,CA,SF Bay Area,San Francisco,2.0,10,2008,2300000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,1.5863013698630137,0
5126,CatchTheEye,Advertising,2600000.0,closed,NOR,other,NOR - Other,Asker,2.0,2,2008,0.0,2500000.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,international,0.0684931506849315,1
5135,Causata,Predictive Analytics,15500000.0,acquired,USA,CA,SF Bay Area,San Francisco,2.0,1,2009,0.0,15500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0,international,0.7589041095890411,0
5139,Causes,Facebook Applications,16350000.0,acquired,USA,CA,SF Bay Area,San Francisco,3.0,9,2007,0.0,16350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,5000000.0,9000000.0,0.0,0.0,0.0,0.0,0,international,-0.6657534246575343,0
5144,Caviar,Hospitality,15000000.0,acquired,USA,CA,SF Bay Area,San Francisco,2.0,7,2012,2000000.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,0.5041095890410959,0
5172,CebaTech,Hardware + Software,8500000.0,closed,USA,NJ,Newark,Eatontown,2.0,1,2004,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,4000000.0,0.0,0.0,0.0,0.0,0,international,1.3178082191780822,1
5175,Cedar Point Communications,Enterprise Software,17000000.0,acquired,USA,TX,Austin,Del Valle,2.0,1,2000,0.0,15000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0,international,5.605479452054794,0
5193,Celestial Semiconductor,Semiconductors,2000000.0,acquired,USA,CA,SF Bay Area,San Jose,1.0,1,2004,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,international,4.161643835616438,0
5204,CellBiosciences,Biotechnology,85249999.0,acquired,USA,CA,SF Bay Area,Santa Clara,6.0,1,2001,0.0,85249999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,10000000.0,15000000.0,9249999.0,20000000.0,0.0,0,international,5.002739726027397,0
5211,Cellerix,Biotechnology,115425741.0,closed,ESP,other,Madrid,Madrid,3.0,1,2004,0.0,115425741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77725741.0,37700000.0,0.0,0.0,0.0,0.0,1,european,3.6684931506849314,1
5213,Cellfire,Coupons,26000000.0,acquired,USA,CA,SF Bay Area,San Jose,3.0,1,2005,0.0,26000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,10000000.0,12000000.0,0.0,0.0,0.0,0.0,0,international,0.0,0
