,name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_month,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,time_to_first_funding,time_first_to_last_funding,status_encoded
21399,Pansieve,Legal,118000.0,operating,USA,WA,Seattle,Redmond,1.0,1,2012,118000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6082191780821917,0.0,2
21400,PANTA Systems,Enterprise Software,9500000.0,closed,USA,CA,SF Bay Area,Santa Clara,1.0,1,2002,0.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3315068493150686,0.0,1
21401,PanTerra Networks,Unifed Communications,10019869.0,operating,USA,CA,SF Bay Area,Santa Clara,2.0,1,2001,0.0,10019869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.295890410958904,2.871232876712329,2
21402,Pantheon,Web CMS,32800000.0,operating,USA,CA,SF Bay Area,San Francisco,4.0,9,2010,1300000.0,31500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,21500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7041095890410958,2
21403,Panther Express,Audio,21750000.0,acquired,USA,NY,New York City,New York,2.0,1,2005,0.0,21750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15750000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5616438356164384,1.5945205479452054,0
21404,Panther Technology Group,Software,278250.0,operating,USA,AL,Montgomery,Tuskegee,1.0,1,2007,0.0,278250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6904109589041094,0.0,2
21405,PanTheryx,Biotechnology,8542778.0,operating,USA,CO,Denver,Boulder,4.0,1,2007,0.0,8542778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.238356164383561,2.9945205479452053,2
21406,Pantry,Hardware + Software,1300000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,1,2012,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.591780821917808,0.0,2
21407,Panvidea,Cloud Computing,2700000.0,acquired,USA,NY,New York City,New York,1.0,1,2007,0.0,2700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.213698630136986,0.0,0
21408,PanX,other,0.0,operating,USA,UT,Salt Lake City,Provo,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0027397260273974,0.0,2
21409,PanXchange,Trading,150000.0,operating,USA,CO,Denver,Denver,2.0,1,2010,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83013698630137,0.04657534246575343,2
21410,Panzura,Software,58000000.0,operating,USA,CA,SF Bay Area,Campbell,4.0,7,2008,0.0,58000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,12000000.0,15000000.0,25000000.0,0.0,0.0,0.0,0.0,0.24383561643835616,4.69041095890411,2
21411,PapayaMobile,Enterprise Software,26000000.0,operating,CHN,other,Beijing,Beijing,3.0,1,2008,0.0,22000000.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0027397260273974,1.3178082191780822,2
21412,papelook,Software,1100000.0,operating,JPN,other,Tokyo,Tokyo,1.0,1,2011,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.786301369863014,0.0,2
21413,Paper Battery Company,Manufacturing,3972414.0,operating,USA,NY,"Albany, New York",Troy,2.0,1,2008,0.0,3972414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3972414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.153424657534247,0.27671232876712326,2
21414,Paper Hunter,Marketing Automation,2000.0,operating,other,other,other,other,1.0,4,2014,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005479452054794521,0.0,2
21415,PaperFlies,Travel,130277.0,operating,NLD,other,Amsterdam,Amsterdam,1.0,11,2012,130277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589041095890411,0.0,2
21416,Paperfold,Design,204140.0,operating,GBR,other,London,London,2.0,3,2012,0.0,0.0,0.0,0.0,0.0,0.0,204140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7534246575342466,0.1863013698630137,2
21417,PaperG,Advertising Platforms,2700000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,1,2008,0.0,2700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0027397260273974,0.0,2
21418,Paperhater.com,Business Services,40000.0,operating,CAN,AB,Edmonton,Edmonton,1.0,8,2010,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.336986301369863,0.0,2
21419,PaperKarma,Apps,8000000.0,acquired,USA,WA,Seattle,Seattle,2.0,5,2010,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8876712328767122,1.273972602739726,0
21420,Paperless Post,Messaging,32350000.0,operating,USA,NY,New York City,New York,3.0,9,2008,0.0,32350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,1.2767123287671234,4.345205479452055,2
21421,Paperless World,other,0.0,operating,other,other,other,other,1.0,7,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06027397260273973,0.0,2
21422,Paperlinks,QR Codes,0.0,operating,USA,CA,Los Angeles,Los Angeles,1.0,1,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5835616438356164,0.0,2
21423,Paperlit,Advertising,600000.0,operating,USA,CA,SF Bay Area,Menlo Park,1.0,1,2009,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2191780821917808,0.0,2
21424,PaperShare,Advertising,2400000.0,acquired,USA,WA,Seattle,Kirkland,2.0,5,2011,1800000.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16712328767123288,2.180821917808219,0
21425,Paperspine,Curated Web,130300.0,operating,USA,WA,Seattle,Issaquah,1.0,1,2007,0.0,130300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4438356164383563,0.0,2
21426,PaperV,Internet,45000.0,operating,BHR,other,Bahrain,Manama,2.0,1,2013,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21427,Paperwoven,Personalization,25000.0,operating,USA,IL,Chicago,Chicago,1.0,11,2012,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.663013698630137,0.0,2
21428,Papriika,Networking,15000.0,operating,USA,NY,New York City,New York,1.0,1,2011,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2547945205479452,0.0,2
21429,Paprika Lab,Games,3200000.0,acquired,KOR,other,Seoul,Seoul,2.0,9,2007,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8684931506849316,1.167123287671233,0
21430,Par-Trans Marketing,Transportation,250000.0,operating,USA,TX,TX - Other,Lometa,1.0,2,2009,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.482191780821918,0.0,2
21431,Par8o,Health and Wellness,0.0,operating,USA,MA,Boston,Cambridge,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.756164383561644,0.0,2
21432,Parabase Genomics,Health and Wellness,2970000.0,operating,USA,MA,Worcester,Hardwick,2.0,1,2009,970000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5506849315068494,2.293150684931507,2
21433,paraBebes.com,Kids,261560.0,operating,ESP,other,Barcelona,Barcelona,1.0,1,2005,0.0,261560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7095890410958905,0.0,2
21434,Parabel,Clean Technology,3000000.0,operating,USA,FL,Florida's Space Coast,Melbourne Beach,1.0,1,2006,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7726027397260276,0.0,2
21435,ParAccel,Analytics,84491709.0,acquired,USA,CA,SF Bay Area,Campbell,6.0,1,2007,0.0,84491709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,22000000.0,0.0,10000000.0,0.0,0.0,0.0,0.9397260273972603,4.3780821917808215,0
21436,Paracosm,3D Technology,3650000.0,operating,USA,FL,Gainesville,Gainesville,3.0,1,2013,3300000.0,0.0,0.0,200000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7561643835616438,1.082191780821918,2
21437,Parade Technologies,Semiconductors,14500000.0,operating,USA,CA,SF Bay Area,Sunnyvale,1.0,1,2005,0.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6027397260273974,0.0,2
21438,Paradial,Enterprise Software,3490000.0,operating,NOR,other,Oslo,Oslo,1.0,1,2001,0.0,3490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.561643835616438,0.0,2
21439,PARADIGM ENERGY GROUP,Energy Efficiency,5416970.0,operating,USA,AZ,Phoenix,Scottsdale,2.0,1,2010,960470.0,4456500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6986301369863013,2.747945205479452,2
21440,Paradigm Financial,Manufacturing,0.0,operating,USA,CA,San Diego,San Diego,1.0,11,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9753424657534246,0.0,2
21441,Paradigm Holdings,other,6206000.0,operating,USA,MD,"Washington, D.C.",Rockville,1.0,1,2004,0.0,6206000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.208219178082191,0.0,2
21442,Paradigm Solar,other,0.0,operating,USA,CA,"Orange County, California",Mission Viejo,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4164383561643836,0.0,2
21443,Paradine,Big Data,300000.0,operating,USA,NY,New York City,New York,1.0,12,2012,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.832876712328767,0.0,2
21444,Paradise Corner,Real Estate,0.0,operating,USA,FL,Tallahassee,Tallahassee,1.0,2,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40821917808219177,0.0,2
21445,Paradise Gardens Greenhouses,Hospitality,0.0,operating,USA,NJ,Newark,Newark,1.0,9,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038356164383561646,0.0,2
21446,Paradise Home Properties,Real Estate,0.0,operating,USA,FL,Fort Myers,Fort Myers Beach,1.0,9,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7424657534246575,0.0,2
21447,Paradise Waikiki Shuttle,Transportation,0.0,operating,USA,HI,Honolulu,Honolulu,1.0,5,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8876712328767122,0.0,2
21448,Paradox Technology Solutions,Software,1025000.0,operating,USA,IL,Chicago,Chicago,1.0,1,2009,0.0,0.0,0.0,0.0,0.0,1025000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0547945205479454,0.0,2
21449,Paragon 28,Hardware + Software,200000.0,operating,USA,CO,Denver,Englewood,1.0,1,2010,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8876712328767122,0.0,2
21450,Parakweet,Curated Web,2000000.0,operating,USA,CA,SF Bay Area,Newark,1.0,1,2010,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.463013698630137,0.0,2
21451,Parallax Enterprises,Enterprise Software,1000000.0,operating,USA,MD,Baltimore,Pikesville,1.0,4,2011,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9342465753424658,0.0,2
21452,Parametric Sound,Digital Signage,60700000.0,operating,USA,CA,San Diego,Poway,2.0,1,2010,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7178082191780822,3.5315068493150683,2
21453,Parantez,Internet,700000.0,operating,TUR,other,Istanbul,Istanbul,1.0,1,2013,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,2
21454,Parascale,Enterprise Software,11370000.0,acquired,USA,CA,SF Bay Area,Cupertino,1.0,1,2005,0.0,11370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4767123287671233,0.0,0
21455,ParaShoot,Video,150000.0,operating,other,other,other,other,1.0,4,2013,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5013698630136987,0.0,2
21456,Parasol Therapeutics,Biotechnology,6450000.0,operating,USA,MA,Boston,Cambridge,2.0,1,2007,0.0,6450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.356164383561644,0.5589041095890411,2
21457,Parastructure,Big Data,2500000.0,acquired,other,other,other,other,1.0,7,2012,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657534246575343,0.0,0
21458,Parature,Customer Service,30234350.0,acquired,USA,VA,"Washington, D.C.",Herndon,3.0,6,2000,0.0,30234350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13500000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.057534246575343,4.046575342465753,0
21459,Paraytec,Hardware + Software,1010000.0,operating,GBR,other,GBR - Other,Heslington,1.0,1,2005,0.0,1010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010000.0,0.0,0.0,0.0,0.0,0.0,3.936986301369863,0.0,2
21460,Parcel,Logistics,1000000.0,operating,USA,NY,New York City,Brooklyn,1.0,1,2013,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7424657534246575,0.0,2
21461,ParcelGenie,Messaging,5000000.0,operating,GBR,other,London,Brighton,1.0,1,2009,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.002739726027397,0.0,2
21462,ParcelPoint,E-Commerce,0.0,operating,AUS,other,AUS - Other,other,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3287671232876712,0.0,2
21463,Parchment,Big Data Analytics,47049988.0,operating,USA,AZ,Phoenix,Scottsdale,4.0,7,2003,0.0,47049988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,7549994.0,34999994.0,0.0,0.0,0.0,0.0,7.564383561643836,3.158904109589041,2
21464,Parclick.com,Parking,476291.0,operating,ESP,other,Madrid,Madrid,1.0,3,2012,0.0,0.0,0.0,0.0,0.0,0.0,476291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26027397260274,0.0,2
21465,Parcus Medical,other,1296000.0,operating,USA,WI,Green Bay,Sturgeon Bay,1.0,1,2007,0.0,1296000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1123287671232878,0.0,2
21466,PARCXMART TECHNOLOGIES,Hardware + Software,475926.0,operating,USA,MA,Boston,Andover,1.0,1,2003,0.0,475926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.487671232876712,0.0,2
21467,Parent Media Group,Advertising,2900369.0,operating,USA,NY,Long Island,Lynbrook,2.0,1,2006,0.0,515000.0,0.0,0.0,0.0,0.0,0.0,0.0,2385369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.087671232876712,0.3506849315068493,2
21468,ParentingInformer,Education,25000.0,operating,USA,NY,NY - Other,Croton On Hudson,1.0,3,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1369863013698631,0.0,2
21469,ParentPaperwork,other,255206.0,operating,other,other,other,other,1.0,10,2010,255206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16986301369863,0.0,2
21470,Parents Journey,Social Media,40000.0,operating,other,other,other,other,1.0,1,2013,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9780821917808219,0.0,2
21471,Parents R People,Parenting,90000.0,closed,USA,NY,Long Island,Melville,1.0,1,2008,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005479452054794521,0.0,1
21472,Pareto Networks,Enterprise Software,6294996.0,acquired,USA,CA,SF Bay Area,Sunnyvale,2.0,1,2007,0.0,6294996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6684931506849314,0.6876712328767123,0
21473,ParinGenix,Biotechnology,5094613.0,operating,USA,FL,Ft. Lauderdale,Weston,2.0,1,2002,0.0,4394613.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.594520547945205,2.547945205479452,2
21474,Paris Labs,Social Network Media,556680.0,operating,FRA,other,Paris,Paris,1.0,7,2008,0.0,0.0,0.0,0.0,0.0,0.0,556680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041095890410959,0.0,2
21475,Parity Energy,other,3287074.0,operating,USA,NY,New York City,New York,3.0,1,2006,0.0,2000000.0,0.0,0.0,0.0,1287074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.706849315068493,2.8547945205479452,2
21476,Park.com,Mobile,250000.0,operating,USA,WA,Seattle,Bellevue,1.0,1,2009,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915068493150685,0.0,2
21477,ParkAround.com,Curated Web,301152.0,operating,other,other,other,other,5.0,7,2013,277016.0,0.0,0.0,0.0,0.0,0.0,0.0,24136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6657534246575343,1.9342465753424658,2
21478,PARKE NEW YORK,Textiles,200000.0,operating,USA,NY,New York City,New York,1.0,1,2012,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6684931506849314,0.0,2
21479,Parking Panda,Navigation,4725000.0,operating,USA,MD,Baltimore,Baltimore,2.0,4,2011,25000.0,4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136986301369863,1.747945205479452,2
21480,ParkingCarma,Software,75000.0,operating,other,other,other,other,1.0,1,2001,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.093150684931507,0.0,2
21481,Parkit Enterprise,Parking,5000000.0,operating,CAN,BC,Vancouver,Vancouver,1.0,1,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.682191780821918,0.0,2
21482,"ParkMe, Inc.",Mobile Payments,8297000.0,operating,USA,CA,Los Angeles,Santa Monica,2.0,1,2009,0.0,7400000.0,0.0,0.0,0.0,0.0,897000.0,0.0,0.0,0.0,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7260273972602738,1.106849315068493,2
21483,Parkmobile,Mobile,6300000.0,operating,USA,GA,Atlanta,Atlanta,2.0,1,2008,0.0,6300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.104109589041096,1.5890410958904109,2
21484,Parko,Crowdsourcing,1100000.0,operating,ISR,other,Tel Aviv,Tel Aviv,1.0,1,2011,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4821917808219176,0.0,2
21485,Parkplatzking,Public Transportation,0.0,operating,other,other,other,other,1.0,10,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
21486,Parkt,Travel,138745.0,operating,USA,WA,Seattle,Seattle,2.0,1,2011,138745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.197260273972603,1.4219178082191781,2
21487,ParkTAG Social Parking,Curated Web,679638.0,operating,DEU,other,Berlin,Berlin,1.0,1,2012,679638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.515068493150685,0.0,2
21488,ParkVu,Mobile,870000.0,operating,USA,KY,Louisville,Louisville,3.0,4,2008,0.0,700000.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9835616438356165,2.26027397260274,2
21489,ParkWhiz,Software,12000000.0,operating,USA,IL,Chicago,Chicago,2.0,9,2007,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.306849315068493,1.5835616438356164,2
21490,Parkya,Automotive,0.0,operating,FRA,other,Picardie,Irles,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0876712328767124,0.0,2
21491,Parkzzz,Hospitality,0.0,operating,USA,NC,NC - Other,Huntersville,1.0,11,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01643835616438356,0.0,2
21492,Parle Innovation,Semiconductors,0.0,operating,USA,CA,SF Bay Area,Burlingame,1.0,4,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9506849315068493,0.0,2
21493,ParLevel Systems,Software,3008313.0,operating,USA,TX,San Antonio,San Antonio,6.0,10,2012,178000.0,2830313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024657534246575342,1.9972602739726026,2
21494,Parqueate,Public Transportation,25000.0,operating,COL,other,Bogota,BogotÃ¡,1.0,1,2014,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7808219178082192,0.0,2
21495,Parrable,Advertising,2500000.0,operating,USA,NY,New York City,New York,2.0,3,2013,1500000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7232876712328767,1.5205479452054795,2
21496,Parrut,Advertising,0.0,operating,USA,NY,New York City,New York,1.0,1,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
