name,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
IdealSeat, Technology ,125000.0,operating,USA,WA,Seattle,Seattle,1.0,,,,2014-07-18,2014-07-18,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IdeaOffer, Curated Web ,0.0,,USA,CA,SF Bay Area,Palo Alto,1.0,2009-01-05,2009-01,2009.0,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IdeaPaint, Technology ,13300000.0,operating,USA,MA,Boston,Cambridge,3.0,2008-01-01,2008-01,2008.0,2008-11-12,2011-04-27,0.0,13300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0
Ideapod, Social Media ,500000.0,operating,,,,,1.0,2010-01-01,2010-01,2010.0,2013-05-25,2013-05-25,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideasoft, Software ,0.0,operating,TUR,,Istanbul,Istanbul,1.0,2005-03-23,2005-03,2005.0,2011-01-01,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IdeaSquares, Incubators ,48593.0,operating,,,,,1.0,,,,2014-06-01,2014-06-01,0.0,0.0,48593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IdeaString, Collaboration ,0.0,operating,USA,GA,Atlanta,Atlanta,2.0,2011-06-01,2011-06,2011.0,2011-10-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ideatory, Hardware + Software ,40000.0,operating,SGP,,Singapore,Singapore,2.0,2013-01-01,2013-01,2013.0,2013-06-14,2013-06-14,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideaTree - innovate | mentor | invest, Startups ,3250000.0,operating,USA,CA,Los Angeles,Beverly Hills,2.0,2012-08-10,2012-08,2012.0,2012-08-10,2013-01-01,3250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ideaxis, Messaging ,382000.0,operating,BEL,,Brussels,Bel,1.0,,,,2006-05-11,2006-05-11,0.0,382000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ideedock, Software ,130000.0,operating,NLD,,Amsterdam,Amsterdam,1.0,2011-02-15,2011-02,2011.0,2013-10-09,2013-10-09,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideeli, E-Commerce ,106800000.0,acquired,USA,NY,New York City,New York,5.0,2007-01-01,2007-01,2007.0,2007-12-01,2013-07-07,0.0,106800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800000.0,20000000.0,41000000.0,30000000.0,12000000.0,0.0,0.0,0.0
idemama, Freelancers ,0.0,operating,TUR,,Istanbul,Istanbul,1.0,,,,2013-07-01,2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IdenIve, Social Media ,0.0,operating,USA,MO,St. Louis,St. Charles,1.0,2008-04-01,2008-04,2008.0,2008-08-01,2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idenix Pharmaceuticals, Health Care ,132000000.0,acquired,USA,MA,Boston,Cambridge,3.0,,,,2010-11-23,2014-01-28,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,107000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDENT Technology, Software ,338000.0,operating,DEU,,DEU - Other,Weßling,2.0,2002-01-01,2002-01,2002.0,2010-04-16,2011-09-05,0.0,338000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDENTEC GROUP, Enterprise Software ,7500000.0,operating,LIE,,LIE - Other,Eschen,1.0,,,,2011-05-23,2011-05-23,0.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identec Solutions, Tracking ,35304000.0,operating,USA,TX,Dallas,Addison,3.0,1999-01-01,1999-01,1999.0,2006-06-26,2011-05-23,0.0,35304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identia, Security ,50000.0,operating,,,,,2.0,,,,2014-02-01,2014-05-06,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identica Holdings, Hardware + Software ,1220000.0,operating,USA,FL,Tampa,Tampa,1.0,2003-01-01,2003-01,2003.0,2005-11-25,2005-11-25,0.0,1220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identification International, Security ,1711000.0,operating,USA,VA,Roanoke,Blacksburg,2.0,,,,2009-06-16,2010-03-22,0.0,1591000.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identification Solutions, Biotechnology ,739550.0,operating,USA,NV,Las Vegas,Las Vegas,4.0,2010-01-01,2010-01,2010.0,2010-09-30,2013-11-01,0.0,739550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identified, Recruiting ,22500000.0,acquired,USA,CA,SF Bay Area,San Francisco,3.0,2010-09-01,2010-09,2010.0,2010-01-01,2012-06-05,0.0,22500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,21000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Identify, Security ,0.0,operating,USA,NY,New York City,New York,1.0,,,,2000-10-01,2000-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IdentiGEN, Biotechnology ,2490000.0,operating,IRL,,Dublin,Dublin,1.0,,,,2005-09-01,2005-09-01,0.0,2490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDentiMob, Security ,0.0,operating,GBR,,London,London,1.0,2013-01-14,2013-01,2013.0,2013-03-06,2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identity Engines, Security ,21700000.0,operating,USA,CA,SF Bay Area,Sunnyvale,2.0,2004-01-01,2004-01,2004.0,2005-09-29,2006-05-23,0.0,21700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700000.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
IdentityForge, Software ,1000000.0,operating,USA,GA,GA - Other,Sugar Hill,1.0,,,,2011-03-11,2011-03-11,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identiv, Information Security ,20000000.0,operating,USA,CA,SF Bay Area,Fremont,1.0,2007-01-01,2007-01,2007.0,2014-04-02,2014-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Identropy, Enterprise Software ,4000000.0,operating,USA,NY,New York City,New York,1.0,,,,2012-01-17,2012-01-17,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IdenTrust, Security ,20000000.0,operating,USA,CA,SF Bay Area,San Francisco,1.0,1999-01-01,1999-01,1999.0,2005-05-27,2005-05-27,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Identyx, Software ,50000.0,acquired,USA,TX,Austin,Austin,1.0,2006-01-01,2006-01,2006.0,2005-01-01,2005-01-01,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idera Pharmaceuticals, Biotechnology ,53800000.0,operating,USA,MA,Boston,Cambridge,3.0,1989-01-01,1989-01,1989.0,2010-01-19,2014-02-10,0.0,13800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDES Technologies, Search ,0.0,operating,BEL,,Brussels,Braine-l'alleud,1.0,,,,2011-12-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDEV Technologies, Biotechnology ,59705235.0,acquired,USA,TX,Houston,Webster,3.0,,,,2010-05-12,2012-03-07,0.0,58873985.0,0.0,0.0,0.0,831250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46000000.0,0.0,0.0,0.0,0.0
iDevices, Hardware + Software ,10100000.0,operating,USA,CT,CT - Other,Canton Center,4.0,,,,2011-09-29,2014-08-19,0.0,9950000.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idhasoft, Enterprise Software ,30000000.0,operating,USA,GA,Atlanta,Norcross,1.0,2006-01-01,2006-01,2006.0,2008-05-02,2008-05-02,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idiag, Biotechnology ,3810000.0,operating,,,,,1.0,1993-01-01,1993-01,1993.0,2007-10-17,2007-10-17,0.0,3810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idibon, Enterprise Software ,6900000.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,2012-01-01,2012-01,2012.0,2013-04-16,2014-10-16,0.0,6900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDiDiD, Social Media ,0.0,operating,NLD,,NLD - Other,,1.0,,,,2009-07-22,2009-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ididwork, Curated Web ,0.0,closed,,,,,1.0,2008-08-05,2008-08,2008.0,2008-08-01,2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDINCU, Customer Service ,7957110.0,operating,KOR,,Seoul,Seoul,8.0,2011-02-01,2011-02,2011.0,2011-01-01,2014-01-01,0.0,7957110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0
IDInteract, Enterprise Software ,150000.0,operating,USA,WA,Seattle,Woodinville,1.0,2009-01-01,2009-01,2009.0,2013-08-22,2013-08-22,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
idio, Social Media ,2600000.0,operating,GBR,,London,London,2.0,2006-08-08,2006-08,2006.0,2006-11-01,2013-06-20,250000.0,2350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idiro, Wireless ,2000000.0,operating,FRA,,Picardie,Irles,1.0,2004-01-01,2004-01,2004.0,2005-01-01,2005-01-01,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Free Systems, Clean Technology ,1895000.0,operating,USA,WI,WI - Other,Watertown,2.0,,,,2008-05-18,2009-08-28,0.0,1895000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idle Gaming, Games ,19027562.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,2009-11-01,2009-11,2009.0,2011-02-08,2011-11-21,0.0,19027562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14925645.0,0.0,0.0,0.0,0.0,0.0,0.0
IdleAir, Clean Technology ,3000000.0,operating,USA,TN,Knoxville,Knoxville,1.0,,,,2011-06-23,2011-06-23,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0
IDMission, Services ,3999997.0,operating,USA,CO,Denver,Louisville,2.0,,,,2011-03-09,2013-05-15,3999997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDoc24, Medical ,285000.0,operating,SWE,,Stockholm,Kista,2.0,2008-03-18,2008-03,2008.0,2012-11-01,2013-04-09,285000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idomoo, Enterprise Software ,9000000.0,operating,ISR,,Tel Aviv,Hod Hasharon,1.0,2008-01-01,2008-01,2008.0,2013-06-11,2013-06-11,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOMOTICS, Smart Building ,585191.0,operating,GBR,,London,London,3.0,2011-09-20,2011-09,2011.0,2011-09-20,2014-08-10,585191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDonate, Web Hosting ,3500000.0,operating,USA,TX,Dallas,Dallas,1.0,2012-01-01,2012-01,2012.0,2014-10-24,2014-10-24,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDoneThis, Software ,380000.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,2011-01-01,2011-01,2011.0,2011-10-01,2011-12-01,380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idooble, Search ,400000.0,closed,USA,WA,Seattle,Vancouver,2.0,2009-01-01,2009-01,2009.0,2009-01-01,2010-08-01,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDOS CORP, Software ,40000.0,operating,USA,MD,"Washington, D.C.",Chevy Chase,1.0,2010-01-01,2010-01,2010.0,2014-06-01,2014-06-01,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDreamBooks,,0.0,operating,USA,,USA - Other,,1.0,2012-07-16,2012-07,2012.0,2012-07-31,2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDreamsky Technology, Android ,12000000.0,operating,CHN,,Shenzhen,Shenzhen,3.0,2009-01-01,2009-01,2009.0,2011-01-01,2013-09-01,2000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDRI (Infectious Disease Research Institute), Nonprofits ,3400000.0,operating,USA,WA,Seattle,Seattle,1.0,1993-01-01,1993-01,1993.0,2014-03-24,2014-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDSS Holdings, Security ,4957804.0,operating,USA,NY,New York City,Armonk,3.0,2012-01-01,2012-01,2012.0,2012-12-13,2014-04-16,0.0,4757804.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,4757804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iDubba, Games ,200000.0,operating,,,,,2.0,,,,2012-05-01,2014-01-30,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idun Pharmaceuticals, Biotechnology ,275006.0,operating,USA,CA,San Diego,San Diego,1.0,1993-01-01,1993-01,1993.0,2014-02-25,2014-02-25,0.0,275006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDverge, Startups ,125000.0,closed,USA,CA,Los Angeles,City Of Industry,1.0,2010-11-01,2010-11,2010.0,2011-11-08,2011-11-08,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDx, Health and Wellness ,3550000.0,operating,USA,IA,Cedar Rapids,Iowa City,1.0,2010-01-01,2010-01,2010.0,2013-09-27,2013-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDX Corp, Manufacturing ,36050000.0,operating,USA,MO,St. Louis,Earth City,2.0,1999-01-01,1999-01,1999.0,2012-12-11,2013-05-14,0.0,1050000.0,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDYIA Innovations, Web Hosting ,267500.0,closed,CAN,MB,Winnipeg,Winnipeg,1.0,1972-01-01,1972-01,1972.0,2005-08-25,2005-08-25,0.0,267500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idylis, Software ,5930000.0,operating,FRA,,Paris,Issy-les-moulineaux,2.0,2008-01-01,2008-01,2008.0,2005-04-06,2007-04-05,0.0,5930000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570000.0,3360000.0,0.0,0.0,0.0,0.0,0.0,0.0
IEC Electronics, Hardware + Software ,1300000.0,operating,USA,NY,NY - Other,Newark Valley,1.0,1965-01-01,1965-01,1965.0,2014-10-16,2014-10-16,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEC Technology Co, Public Relations ,4510000.0,closed,THA,,Bangkok,Bangkok,1.0,1999-01-01,1999-01,1999.0,2009-11-13,2009-11-13,0.0,4510000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ieCrowd, Curated Web ,4854004.0,operating,USA,CA,Ontario - Inland Empire,Riverside,3.0,2010-01-01,2010-01,2010.0,2013-12-05,2014-06-19,0.0,4297004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEMO, Interior Design ,0.0,acquired,JPN,,JPN - Other,,1.0,2013-12-18,2013-12,2013.0,2014-04-09,2014-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iencuentra,,50000.0,,PER,,Lima,Lima,1.0,,,,2012-11-01,2012-11-01,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IES, Software ,0.0,operating,USA,NJ,Newark,Midland Park,1.0,2010-01-11,2010-01,2010.0,2010-07-27,2010-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ietty,,2000000.0,operating,JPN,,Tokyo,Tokyo,1.0,2013-01-01,2013-01,2013.0,2014-10-21,2014-10-21,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEV,,0.0,operating,DNK,,Copenhagen,Copenhagen,1.0,2012-01-01,2012-01,2012.0,2012-12-28,2012-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEX Group, Financial Exchanges ,100900000.0,operating,,,,,3.0,2012-03-01,2012-03,2012.0,2012-06-29,2014-09-02,0.0,100900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,24400000.0,75000000.0,0.0,0.0,0.0,0.0,0.0
iexerci.se, Fitness ,379892.0,closed,GBR,,Stockton-on-tees,Stockton-on-tees,2.0,2009-01-01,2009-01,2009.0,2009-01-01,2009-09-15,0.0,0.0,0.0,0.0,0.0,0.0,329484.0,50408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iExplore, Travel & Tourism ,14000000.0,acquired,USA,IL,Chicago,Chicago,4.0,1999-01-01,1999-01,1999.0,1999-09-30,2001-12-31,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IF Technologies, Inc.", Software ,1075000.0,operating,USA,KY,Lexington,Lexington,2.0,2008-04-01,2008-04,2008.0,2009-06-15,2011-05-20,0.0,1075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
If You Can, Education ,9300000.0,operating,USA,CA,SF Bay Area,San Mateo,2.0,2012-11-01,2012-11,2012.0,2013-05-22,2014-02-26,2800000.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
if(we), Social Media ,28701975.0,operating,USA,CA,SF Bay Area,San Francisco,5.0,2004-10-01,2004-10,2004.0,2005-09-01,2012-08-22,0.0,22201975.0,0.0,0.0,0.0,5000000.0,1500000.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifbyphone, Marketing Automation ,66758268.0,operating,USA,IL,Chicago,Chicago,11.0,2005-01-01,2005-01,2005.0,2005-01-01,2014-09-11,1500000.0,60558268.0,0.0,0.0,0.0,4700000.0,0.0,0.0,0.0,0.0,3000000.0,8000000.0,0.0,9000000.0,30000000.0,0.0,0.0,0.0
IFCO Systems,,0.0,operating,USA,FL,Tampa,Tampa,1.0,,,,2004-03-31,2004-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifeelgoods, Retail ,11000000.0,operating,USA,CA,SF Bay Area,Palo Alto,2.0,2010-09-20,2010-09,2010.0,2010-09-20,2011-06-28,1500000.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifensi.com, Social Media ,29360000.0,operating,,,,,2.0,2005-11-20,2005-11,2005.0,2007-03-01,2010-01-01,0.0,27000000.0,0.0,0.0,0.0,0.0,2360000.0,0.0,0.0,0.0,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ifinity, Navigation ,1000000.0,operating,POL,,Warsaw,Warsaw,1.0,2013-02-01,2013-02,2013.0,2014-08-14,2014-08-14,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iFit, Health and Wellness ,4973872.0,operating,TWN,,TWN - Other,,2.0,2012-07-20,2012-07,2012.0,2014-03-01,2014-04-01,900000.0,0.0,0.0,0.0,0.0,0.0,4073872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iFlexMe, Mobile ,310000.0,operating,SGP,,Singapore,Singapore,3.0,2010-05-01,2010-05,2010.0,2010-05-01,2011-12-01,310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iFlipd, Curated Web ,530000.0,operating,USA,OR,"Portland, Oregon",Lake Oswego,2.0,2012-01-01,2012-01,2012.0,2013-11-26,2014-09-04,210000.0,0.0,0.0,0.0,0.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iFLYER, Media ,87168.0,,JPN,,Tokyo,Tokyo,1.0,2006-07-07,2006-07,2006.0,2006-07-07,2006-07-07,87168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFMR Capital, Finance ,29000000.0,operating,IND,,Chennai,Chennai,1.0,2006-01-01,2006-01,2006.0,2014-03-31,2014-03-31,0.0,29000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFMR Rural Channels and Services, Finance ,5000000.0,operating,IND,,Chennai,Chennai,1.0,2006-01-01,2006-01,2006.0,2013-10-24,2013-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iFollo, Fashion ,1000000.0,operating,,,,,1.0,,,,2010-02-09,2010-02-09,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IfOnly, Fashion ,15000000.0,operating,USA,CA,SF Bay Area,San Francisco,2.0,2012-01-01,2012-01,2012.0,2013-08-03,2013-10-28,3000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iFood, Restaurants ,11860000.0,operating,BRA,,Sao Paulo,São Paulo,4.0,2011-05-15,2011-05,2011.0,2011-08-02,2014-09-01,0.0,11860000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560000.0,2600000.0,2000000.0,5700000.0,0.0,0.0,0.0,0.0
IForem, Web Hosting ,5000000.0,operating,USA,CA,SF Bay Area,Redwood Shores,3.0,,,,2007-03-08,2010-01-12,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
